Curriculum,CONDENSED,,,,,,,,,
Institution,"",,,,,,,,,
Degree Type,"BS",,,,,,,,,
System Type,"semester",,,,,,,,,
CIP,"",,,,,,,,,
Courses,,,,,,,,,,
Course ID,Course Name,Prefix,Number,Prerequisites,Corequisites,Strict-Corequisites,Credit Hours,Institution,Canonical Name
103212632,"CHEM 6B","","","213743646;375016303;598946973;1951273808",,,4,"",",AN29,AN29,AN29,AN29,AN29,AN29,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE25,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE27,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE28,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BE29,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI30,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI31,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI32,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI34,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI35,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI37,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,BI38,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CE25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH25,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH35,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH36,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CH38,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,CS27,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY26,PY32,PY32,PY32,PY32,PY32,PY32,PY32,PY32,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI29,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI30,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,SI31,UNPS,UNPS",
104247478,"ETHN UD 2","","",,,,4,"",",ET25,ET25,ET25,ET25,ET25,ET25,ET25,ET25",
106127516,"Foundation Art Making 1","","",,,,4,"",",VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA28,VA28,VA28,VA28,VA28,VA28,VA28,VA28",
107330433,"HIEU UD ELECTIVE 2","","",,,,4,"",",RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26",
108504843,"MUS 101C","","","517009778",,,4,"",",MU25,MU25,MU25,MU25,MU25,MU25,MU25,MU25",
109234301,"MGT 45","","",,,,4,"",",EN30,EN30,EN30,EN30,EN30,EN30,EN30,EN30",
109557436,"Core Movement 1","","",,,,4,"",",TH27,TH27,TH27,TH27,TH27,TH27,TH27,TH27",
110860961,"UD Arts & Humanities 2","","",,,,4,"",",RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26",
110938507,"HIUD 1","","",,,,4,"",",HI25,HI25,HI25,HI25,HI25,HI25,HI25,HI25",
115028185,"HDS Development Course 1","","",,,,4,"",",HS25,HS25,HS25,HS25,HS25,HS25,HS25,HS25,HS26,HS26,HS26,HS26,HS26,HS26,HS26,HS26,HS27,HS27,HS27,HS27,HS27,HS27,HS27,HS27,HS28,HS28,HS28,HS28,HS28,HS28,HS28,HS28",
115088205,"UD LTEU","","",,,,4,"",",LT34,LT34,LT34,LT34,LT34,LT34,LT34,LT34,LT36,LT36,LT36,LT36,LT36,LT36,LT36,LT36,LT41,LT41,LT41,LT41,LT41,LT41,LT41,LT41",
118908780,"CSE/ECE Elective 3","","",,,,4,"",",CS25,CS25,CS25,CS25,CS25,CS25,CS25,CS25,EC26,EC26,EC26,EC26,EC26,EC26,EC26,EC26",
126363656,"VIS 70N","","",,,,6,"",",VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA27,VA29,VA29,VA29,VA29,VA29,VA29,VA29,VA29",
131954317,"ENVIRONMENTAL CHEM ELECTIVE 1","","",,,,4,"",",CH34,CH34,CH34,CH34,CH34,CH34,CH34,CH34",
133987786,"ESYS 103","","","1397765375;3435958913",,,4,"",",ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES25,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES26,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES27,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28,ES28",
135698949,"UD Major Elective 11","","",,,,4,"",",GL25",
136370800,"USP 5","","",,,,4,"",",US27,US27,US27,US27,US27,US27,US27,US27",
141403391,"LIGN Elective 1","","",,,,4,"",",LN25,LN25,LN25,LN25,LN25,LN25,LN25,LN25",
145678069,"Depth 1","","",,,,4,"",",EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28",
146274504,"NATURAL SCIENCE GE","","",,,,4,"",",AN29,GS25,HS25,HS26,HS27,HS28",
151735914,"GE 2","","",,,,4,"",",AA25,AA25,AA25,AA25,AA25,AN26,AN26,AN26,AN26,AN26,AN27,AN27,AN27,AN27,AN27,AN28,AN28,AN28,AN28,AN28,AN29,AN29,AN29,AN29,AN29,AN30,AN30,AN30,AN30,AN30,BE25,BE25,BE25,BE25,BE25,BE27,BE27,BE27,BE27,BE27,BE28,BE28,BE28,BE28,BE28,BE29,BE29,BE29,BE29,BE29,BI30,BI30,BI30,BI30,BI30,BI31,BI31,BI31,BI31,BI31,BI32,BI32,BI32,BI32,BI32,BI34,BI34,BI34,BI34,BI34,BI35,BI35,BI35,BI35,BI35,BI37,BI37,BI37,BI37,BI37,BI38,BI38,BI38,BI38,BI38,CE25,CE25,CE25,CE25,CE25,CG25,CG25,CG25,CG25,CG25,CG29,CG29,CG29,CG29,CG29,CG31,CG31,CG31,CG31,CG31,CG32,CG32,CG32,CG32,CG32,CG33,CG33,CG33,CG33,CG33,CG34,CG34,CG34,CG34,CG34,CG35,CG35,CG35,CG35,CG35,CH25,CH25,CH25,CH25,CH25,CH34,CH34,CH34,CH34,CH34,CH35,CH35,CH35,CH35,CH35,CH36,CH36,CH36,CH36,CH36,CH38,CH38,CH38,CH38,CH38,CL25,CL25,CL25,CL25,CL25,CM26,CM26,CM26,CM26,CM26,CN25,CN25,CN25,CN25,CN25,CR25,CR25,CR25,CR25,CR25,CS25,CS25,CS25,CS25,CS25,CS26,CS26,CS26,CS26,CS26,CS27,CS27,CS27,CS27,CS27,DS25,DS25,DS25,DS25,DS25,EC26,EC26,EC26,EC26,EC26,EC27,EC27,EC27,EC27,EC27,EC28,EC28,EC28,EC28,EC28,EC37,EC37,EC37,EC37,EC37,ED25,ED25,ED25,ED25,ED25,EN25,EN25,EN25,EN25,EN25,EN28,EN28,EN28,EN28,EN28,EN30,EN30,EN30,EN30,EN30,ES25,ES25,ES25,ES25,ES25,ES26,ES26,ES26,ES26,ES26,ES27,ES27,ES27,ES27,ES27,ES28,ES28,ES28,ES28,ES28,ET25,ET25,ET25,ET25,ET25,GH25,GH25,GH25,GH25,GH25,GH26,GH26,GH26,GH26,GH26,GL25,GL25,GL25,GL25,GL25,GS25,GS25,GS25,GS25,GS25,HI25,HI25,HI25,HI25,HI25,HS25,HS25,HS25,HS25,HS25,HS26,HS26,HS26,HS26,HS26,HS27,HS27,HS27,HS27,HS27,HS28,HS28,HS28,HS28,HS28,IS25,IS25,IS25,IS25,IS25,IS26,IS26,IS26,IS26,IS26,IS27,IS27,IS27,IS27,IS27,IS28,IS28,IS28,IS28,IS28,IS29,IS29,IS29,IS29,IS29,IS30,IS30,IS30,IS30,IS30,IS31,IS31,IS31,IS31,IS31,IS34,IS34,IS34,IS34,IS34,IS36,IS36,IS36,IS36,IS36,IT25,IT25,IT25,IT25,IT25,JA25,JA25,JA25,JA25,JA25,JS25,JS25,JS25,JS25,JS25,LA25,LA25,LA25,LA25,LA25,LA26,LA26,LA26,LA26,LA26,LA27,LA27,LA27,LA27,LA27,LN25,LN25,LN25,LN25,LN25,LN29,LN29,LN29,LN29,LN29,LN32,LN32,LN32,LN32,LN32,LN33,LN33,LN33,LN33,LN33,LN34,LN34,LN34,LN34,LN34,LT33,LT33,LT33,LT33,LT33,LT34,LT34,LT34,LT34,LT34,LT36,LT36,LT36,LT36,LT36,LT41,LT41,LT41,LT41,LT41,MA27,MA27,MA27,MA27,MA27,MA29,MA29,MA29,MA29,MA29,MA30,MA30,MA30,MA30,MA30,MA31,MA31,MA31,MA31,MA31,MA32,MA32,MA32,MA32,MA32,MA33,MA33,MA33,MA33,MA33,MA35,MA35,MA35,MA35,MA35,MC25,MC25,MC25,MC25,MC25,MC27,MC27,MC27,MC27,MC27,MC30,MC30,MC30,MC30,MC30,MC31,MC31,MC31,MC31,MC31,MC32,MC32,MC32,MC32,MC32,MC33,MC33,MC33,MC33,MC33,MC34,MC34,MC34,MC34,MC34,MU25,MU25,MU25,MU25,MU25,MU26,MU26,MU26,MU26,MU26,MU27,MU27,MU27,MU27,MU27,NA25,NA25,NA25,NA25,NA25,PB25,PB25,PB25,PB25,PB25,PB26,PB26,PB26,PB26,PB26,PB27,PB27,PB27,PB27,PB27,PB28,PB28,PB28,PB28,PB28,PB29,PB29,PB29,PB29,PB29,PB30,PB30,PB30,PB30,PB30,PB31,PB31,PB31,PB31,PB31,PC25,PC25,PC25,PC25,PC25,PC26,PC26,PC26,PC26,PC26,PC28,PC28,PC28,PC28,PC28,PC29,PC29,PC29,PC29,PC29,PC30,PC30,PC30,PC30,PC30,PC31,PC31,PC31,PC31,PC31,PC32,PC32,PC32,PC32,PC32,PC33,PC33,PC33,PC33,PC33,PC34,PC34,PC34,PC34,PC34,PC35,PC35,PC35,PC35,PC35,PL25,PL25,PL25,PL25,PL25,PS25,PS25,PS25,PS25,PS25,PS26,PS26,PS26,PS26,PS26,PS27,PS27,PS27,PS27,PS27,PS28,PS28,PS28,PS28,PS28,PS29,PS29,PS29,PS29,PS29,PS30,PS30,PS30,PS30,PS30,PS31,PS31,PS31,PS31,PS31,PS32,PS32,PS32,PS32,PS32,PS34,PS34,PS34,PS34,PS34,PY26,PY26,PY26,PY26,PY26,PY28,PY28,PY28,PY28,PY28,PY29,PY29,PY29,PY29,PY29,PY30,PY30,PY30,PY30,PY30,PY31,PY31,PY31,PY31,PY31,PY32,PY32,PY32,PY32,PY32,PY33,PY33,PY33,PY33,PY33,PY34,PY34,PY34,PY34,PY34,RE26,RE26,RE26,RE26,RE26,RU26,RU26,RU26,RU26,RU26,SE27,SE27,SE27,SE27,SE27,SE27,SI29,SI29,SI29,SI29,SI29,SI30,SI30,SI30,SI30,SI30,SI31,SI31,SI31,SI31,SI31,SO25,SO25,SO25,SO25,SO25,SO27,SO27,SO27,SO27,SO27,SO28,SO28,SO28,SO28,SO28,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,TH26,TH26,TH26,TH26,TH26,TH27,TH27,TH27,TH27,TH27,US26,US26,US26,US26,US26,US27,US27,US27,US27,US27,VA26,VA26,VA26,VA26,VA26,VA27,VA27,VA27,VA27,VA27,VA28,VA28,VA28,VA28,VA28,VA29,VA29,VA29,VA29,VA29,VA30,VA30,VA30,VA30,VA30",
152086568,"PSYC 102","","",,,,4,"",",PC32,PC32,PC32,PC32,PC32,PC32,PC32,PC32",
154364082,"Anthropology UD elective 4","","",,,,4,"",",AN27,AN27,AN27,AN27,AN27,AN27,AN27,AN27",
155198102,"IS UD Elective 1","","",,,,4.0,"",",IT25,IT25,IT25,IT25,IT25,IT25,IT25,IT25",
156463304,"UD Concentration Elective 3","","",,,,4,"",",AA25,AA25,AA25,AA25,AA25,AA25,AA25,AA25",
156995577,"UD Elective 1","","",,,,4,"",",AA25,AN26,AN27,AN28,AN29,AN29,AN30,BI30,BI31,BI32,BI34,BI35,BI37,BI37,BI38,BI38,CG25,CG29,CG31,CG32,CG33,CG34,CG35,CH35,CH38,CL25,CM26,CN25,CR25,EN30,EN30,EN30,EN30,EN30,EN30,EN30,EN30,GH26,GL25,GS25,HS25,HS28,JA25,JS25,LA25,LA26,LA27,LN25,LN29,LN32,LN33,LN34,LT34,LT41,MU25,MU27,MU27,MU27,MU27,MU27,MU27,MU27,PB28,PS34,PY30,PY31,RE26,RE26,RE26,RE26,RE26,RE26,RE26,RE26,UN27,US27",
161071710,"UD Major Elective 8","","",,,,4,"",",GL25",
162659936,"ECE 15","","",,,,4,"",",EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC27,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC28,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37,EC37",
163973912,"MMW 12 1","","",,,,6,"",",AN30,AN30,AN30,AN30",
165468358,"CBN Core 3","","",,,,4,"",",CG32,CG32,CG32,CG32,CG32,CG32,CG32,CG32",
166329881,"DF4 - HISTORY","","",,,,4,"",",IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27",
167924581,"UD Global Health Elective 4","","",,,,4,"",",GH25,GH25,GH25,GH25,GH25,GH25,GH25,GH25,GH26,GH26,GH26,GH26,GH26,GH26,GH26,GH26",
169218011,"COGS Core 1","","",,,,4,"",",CG25,CG25,CG25,CG25,CG25,CG25,CG25,CG25",
170884241,"NE ELECTIVE 5","","",,,,4,"",",NA25,NA25,NA25,NA25,NA25,NA25,NA25,NA25",
174737835,"FMPH 193","","",,,,4,"",",PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB25,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB26,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB27,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB28,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB29,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB30,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31,PB31",
177898715,"CSE 21 2","","","4039254719",,,4,"",",CS25",
180932686,"Advanced Seminar 3","","",,,,4,"",",VA26,VA26,VA26,VA26,VA26,VA26,VA26,VA26",
183440600,"INTL 101/102 1","","","3383597517;3011861408;1478096971;3979411425;3850510650;684231579;924240829",,,4,"",",IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS25,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS26,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS27,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS28,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS29,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS30,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS31,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS34,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36,IS36",
183764233,"SOCI UD CONCENTRATION 5","","",,,,4,"",",SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,SO33,SO33,SO33",
185053744,"CGS 2B","","",,,,4,"",",CR25,CR25,CR25,CR25,CR25,CR25,CR25,CR25",
189625268,"UD POLI/Race, Ethnicity, and Politics 5","","",,,,4,"",",PS34,PS34,PS34,PS34,PS34,PS34,PS34,PS34",
190402862,"MGT 16","","",,,,4,"",",EN30,EN30,EN30,EN30,EN30,EN30,EN30,EN30,PC35,PC35,PC35,PC35,PC35,PC35,PC35,PC35",
194802055,"SOCI 1","","",,,,4,"",",SO25,SO25,SO25,SO25,SO25,SO25,SO25,SO25,SO27,SO27,SO27,SO27,SO27,SO27,SO27,SO27,SO28,SO28,SO28,SO28,SO28,SO28,SO28,SO28,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO29,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO30,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO31,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO32,SO33,SO33,SO33,SO33,SO33,SO33,SO33,SO33",
200278472,"HIEU UD ELECTIVE 1","","",,,,4,"",",RU26,RU26,RU26,RU26,RU26,RU26,RU26,RU26",
204810399,"MMW 14","","","2879331546;4034647587",,,4,"",",BE27,CS27,EC26,MC25,NA25,SI30,SO28",
211714446,"POLI 110B","","",,,,4,"",",PS29,PS29,PS29,PS29,PS29,PS29,PS29,PS29",
